nome,cpf,idade,endereco,bairro,estado,data
Nome Inválido,CPF Inválido,,"praia da mata, 88",vila piratininga venda nova,RJ,1917-02-10
Nome Inválido,CPF Inválido,,"loteamento maria alice costela, 63",santa maria,ES,1897-11-10
Nome Inválido,CPF Inválido,12.0,trecho da mata,barroca,SC,2013-01-01
Nome Inválido,CPF Inválido,6.0,"largo theo silva, 91",nossa senhora da conceição,SP,2018-09-03
Nome Inválido,CPF Inválido,,"viaduto ferreira, 22",goiania,PE,
Nome Inválido,CPF Inválido,,"pátio de rocha, 4",cinquentenário,MG,
Nome Inválido,CPF Inválido,,"quadra isabel castro, 40",biquinhas,PI,
Nome Inválido,CPF Inválido,,"praça das neves, 274",são jorge 3ª seção,SC,
Nome Inválido,CPF Inválido,,"estação ana lívia farias, 3",vila santa rosa,GO,
Nome Inválido,CPF Inválido,,"aeroporto alícia vieira, 84",comiteco,TO,
Nome Inválido,CPF Inválido,,"vale oliveira, 15",gameleira,PR,
Nome Inválido,CPF Inválido,,"lago de caldeira, 4",beija flor,AC,
Nome Inválido,CPF Inválido,,"viaduto araújo, 76",são bento,PR,
Nome Inválido,CPF Inválido,,"praça maria sophia da cunha, 71",vila batik,PI,
Nome Inválido,CPF Inválido,,"setor de pires, 39",conjunto jatoba,RO,1883-04-06
Nome Inválido,CPF Inválido,16.0,"loteamento de ferreira, 24",nova suíça,PA,2008-03-03
Nome Inválido,CPF Inválido,19.0,"ladeira gomes, 10",califórnia,RJ,2006-01-09
Nome Inválido,CPF Inválido,6.0,"núcleo de da paz, 894",sion,GO,2018-09-01
Nome Inválido,CPF Inválido,,recanto de melo,nossa senhora do rosário,BA,
Nome Inválido,CPF Inválido,,"via de santos, 172",jardinópolis,AL,
Nome Inválido,CPF Inválido,,"chácara isabella melo, 9",engenho nogueira,PB,
Nome Inválido,CPF Inválido,,"condomínio souza, 65",leonina,AM,
Nome Inválido,CPF Inválido,,"lagoa moraes, 1",fazendinha,GO,
Nome Inválido,CPF Inválido,,"trevo peixoto, 13",jardim alvorada,RS,
Nome Inválido,CPF Inválido,,"passarela de alves, 45",conjunto celso machado,AL,
Nome Inválido,CPF Inválido,,trevo de porto,jardim leblon,AM,
Nome Inválido,CPF Inválido,,"quadra pinto, 896",nova gameleira,AM,
Nome Inválido,CPF Inválido,,"aeroporto de pires, 59",nossa senhora da conceição,CE,
Nome Inválido,CPF Inválido,,campo monteiro,cabana do pai tomás,AP,
Nome Inválido,CPF Inválido,,"colônia da rocha, 31",jardim américa,RN,
Nome Inválido,CPF Inválido,,"estrada nogueira, 21",atila de paiva,PB,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,PR,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,RS,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,RJ,
Nome Inválido,CPF Inválido,53.0,rua não cadastrada,bairro não cadastrado,RS,1971-10-07
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,ES,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,AM,
Nome Inválido,CPF Inválido,99.0,rua não cadastrada,bairro não cadastrado,MG,1925-08-08
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,RO,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,MG,
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,SP,
Nome Inválido,CPF Inválido,67.0,rua não cadastrada,bairro não cadastrado,TO,1957-07-10
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,MG,
Nome Inválido,CPF Inválido,57.0,rua não cadastrada,bairro não cadastrado,GO,1968-01-05
Nome Inválido,CPF Inválido,88.0,rua não cadastrada,bairro não cadastrado,SP,1936-05-06
Nome Inválido,CPF Inválido,,rua não cadastrada,bairro não cadastrado,GO,
Nome Inválido,CPF Inválido,,"rodovia cardoso, 377",santa cecilia,MT,
Nome Inválido,CPF Inválido,19.0,"pátio antônio da mota, 79",maria virgínia,PR,2005-03-03
Nome Inválido,CPF Inválido,,travessa novaes,boa vista,TO,
Nome Inválido,CPF Inválido,,"fazenda maria ribeiro, 81",vila são paulo,SE,
Nome Inválido,CPF Inválido,,"quadra de da mota, 62",alto caiçaras,MG,
Nome Inválido,CPF Inválido,,"passarela de porto, 65",pousada santo antonio,PI,
Nome Inválido,CPF Inválido,,chácara miguel fogaça,laranjeiras,PE,
Nome Inválido,CPF Inválido,,"parque de santos, 88",são joão,PI,
Nome Inválido,CPF Inválido,48.0,"aeroporto da paz, 54",vila são dimas,PR,1976-04-08
Nome Inválido,CPF Inválido,,"vereda da mota, 37",vila da luz,SE,
