nome,cpf,idade,data,endereco,estado
Nome Inválido,519.078.623-40 ,32,1992-06-02,"residencial pinto, 95
                                                                                           etelvina carneiro
                                                                                           81148942 rezende / df                  ",BAHIA
Nome Inválido,654.938.217-37 ,76,,"lagoa de silveira, 91
                                                                                           trevo
                                                                                           06218590 cavalcanti / pi               ",MARANHÃO
Nome Inválido,850.643.912-42 ,52,1972-03-04,"condomínio moura, 504
                                                                                           santa helena
                                                                                           43343-451 moreira do norte / se        ",SERGIPE
Nome Inválido,248.307.519-32 ,93,,"distrito de cavalcanti
                                                                                           vila barragem santa lúcia
                                                                                           47512-712 peixoto / rj                 ",TOCANTINS
Nome Inválido,785.063.942-10 ,83,,"favela letícia jesus, 34
                                                                                           novo ouro preto
                                                                                           49782-391 caldeira de minas / mg       ",ALAGOAS
Nome Inválido,760.213.958-59 ,49,,"feira de da conceição, 796
                                                                                           mangabeiras
                                                                                           18099340 farias / se                   ",RORAIMA
Nome Inválido,481.507.239-60 ,81,,"morro de ramos
                                                                                           conjunto taquaril
                                                                                           44747-230 da luz de da rocha / am      ",RIO GRANDE DO SUL
Nome Inválido,893.752.061-30 ,20,2003-10-10,"quadra lopes, 69
                                                                                           vila da paz
                                                                                           26521494 cardoso / ce                  ",ACRE
Nome Inválido,632.785.914-37 ,91,,"jardim de carvalho, 5
                                                                                           santo andré
                                                                                           16152-953 lopes das pedras / al        ",RORAIMA
Nome Inválido,549.683.127-09 ,18,2005-02-09,"vereda araújo, 18
                                                                                           garças
                                                                                           60268-221 das neves do amparo / pi     ",PARANÁ
Nome Inválido,254.937.810-50 ,97,1926-06-10,"pátio fernandes, 59
                                                                                           vila ouro minas
                                                                                           16613784 correia / am                  ",SÃO PAULO
Nome Inválido,391.758.460-39 ,82,,"jardim vinicius caldeira, 28
                                                                                           jonas veiga
                                                                                           92977-860 fernandes / df               ",CEARÁ
Nome Inválido,105.832.679-12 ,72,,"passarela de araújo, 123
                                                                                           andiroba
                                                                                           73587-974 peixoto / am                 ",GOIÁS
Nome Inválido,478.213.906-31 ,59,,"rodovia eduarda ramos, 87
                                                                                           engenho nogueira
                                                                                           24750-721 da mota / pb                 ",SÃO PAULO
Nome Inválido,297.468.531-55 ,97,,"viela ana júlia fernandes, 25
                                                                                           pirineus
                                                                                           80993-491 caldeira do oeste / ac       ",PARÁ
Nome Inválido,496.105.872-67 ,98,,"vereda cauê barbosa, 141
                                                                                           conjunto providencia
                                                                                           93386492 da rosa de minas / ma         ",MATO GROSSO
Nome Inválido,304.856.971-57 ,67,,"campo rodrigues, 351
                                                                                           brasil industrial
                                                                                           54149-753 barros de lopes / ms         ",SANTA CATARINA
Nome Inválido,267.095.384-00 ,85,,"residencial de sales, 5
                                                                                           vila cloris
                                                                                           86404551 novaes das flores / se        ",RONDÔNIA
Nome Inválido,523.648.017-53 ,58,,"área de castro, 108
                                                                                           nova vista
                                                                                           35970-851 da mota de da conceição / pi ",SÃO PAULO
Nome Inválido,584.163.270-17 ,58,,"estrada fernanda jesus, 2
                                                                                           santa margarida
                                                                                           84192258 ramos / ac                    ",GOIÁS
Nome Inválido,826.549.107-76 ,57,1967-02-01,"lagoa pietro da cruz, 524
                                                                                           vila santa monica 2ª seção
                                                                                           97865-496 carvalho / ro                ",PARÁ
Nome Inválido,172.394.650-80 ,20,,"rodovia de porto, 90
                                                                                           marieta 2ª seção
                                                                                           21253207 cavalcanti da praia / go      ",ALAGOAS
Nome Inválido,584.039.721-05 ,22,,"parque de gomes, 71
                                                                                           mala e cuia
                                                                                           39690-144 ribeiro / pa                 ",RIO GRANDE DO NORTE
Nome Inválido,217.358.960-12 ,94,1929-07-10,"esplanada de moura, 30
                                                                                           vila petropolis
                                                                                           06003-306 silveira de minas / pa       ",PERNAMBUCO
Nome Inválido,829.610.543-89 ,67,1956-02-12,"distrito moraes
                                                                                           indaiá
                                                                                           48826-926 fernandes / ms               ",MINAS GERAIS
Nome Inválido,867.904.512-85 ,75,1948-10-11,"lago da luz, 59
                                                                                           suzana
                                                                                           31058-064 oliveira grande / am         ",GOIÁS
Nome Inválido,571.896.432-73 ,62,,"favela beatriz da costa, 77
                                                                                           antonio ribeiro de abreu 1ª seção
                                                                                           84156036 pereira / rj                  ",RIO DE JANEIRO
Nome Inválido,186.920.475-11 ,67,1956-05-05,"passarela davi lucca lopes, 37
                                                                                           ernesto nascimento
                                                                                           98206-073 viana das pedras / mg        ",MARANHÃO
Nome Inválido,938.740.256-83 ,36,1987-09-06,"vereda de da mota, 564
                                                                                           jaqueline
                                                                                           26975-832 da cunha verde / ma          ",PIAUÍ
Nome Inválido,648.157.092-11 ,51,,"favela costa, 372
                                                                                           serra
                                                                                           52549990 da mota / go                  ",SÃO PAULO
Nome Inválido,903.148.725-23 ,30,1993-08-12,"distrito jesus, 34
                                                                                           vila rica
                                                                                           50869292 sales / rs                    ",AMAZONAS
Nome Inválido,109.742.536-34 ,70,,"viela de castro, 27
                                                                                           álvaro camargos
                                                                                           66324-461 campos de da conceição / df  ",RONDÔNIA
Nome Inválido,354.129.068-42 ,27,,"campo moreira, 48
                                                                                           tirol
                                                                                           08973-162 moraes de almeida / rn       ",ESPÍRITO SANTO
Nome Inválido,843.267.059-65 ,52,,"favela de da rocha, 6
                                                                                           carlos prates
                                                                                           05310779 moura / ms                    ",MATO GROSSO
Nome Inválido,241.085.396-05 ,26,1997-11-08,"condomínio maria julia cavalcanti
                                                                                           vila são dimas
                                                                                           11528497 moraes / pa                   ",PERNAMBUCO
Nome Inválido,269.480.317-22 ,73,,"chácara maria fernanda castro
                                                                                           marajó
                                                                                           14151560 cardoso / pb                  ",SÃO PAULO
Nome Inválido,475.216.309-80 ,88,,"ladeira castro
                                                                                           jardim são josé
                                                                                           72626-905 da cruz alegre / ma          ",PERNAMBUCO
Nome Inválido,015.672.389-12 ,78,,"largo cavalcanti, 96
                                                                                           floramar
                                                                                           83933940 pires / sc                    ",PERNAMBUCO
Nome Inválido,917.830.264-13 ,99,1924-06-09,"pátio de da paz, 57
                                                                                           são joão
                                                                                           47963078 da rosa / sc                  ",SÃO PAULO
Nome Inválido,234.809.516-51 ,77,,"recanto de novaes, 32
                                                                                           serra do curral
                                                                                           05842-432 barros / to                  ",RIO DE JANEIRO
Nome Inválido,501.489.326-06 ,92,1932-08-01,"jardim stella da costa, 91
                                                                                           pompéia
                                                                                           17635-424 rocha verde / ba             ",MATO GROSSO
Nome Inválido,147.253.908-79 ,50,,"residencial marina azevedo, 89
                                                                                           lagoinha leblon
                                                                                           75184-425 moraes de goiás / mt         ",PARAÍBA
Nome Inválido,954.823.710-50 ,46,,"praça joão rezende, 30
                                                                                           céu azul
                                                                                           16339-527 vieira / rj                  ",RORAIMA
Nome Inválido,473.961.502-99 ,94,,"chácara alice ferreira, 678
                                                                                           vila calafate
                                                                                           86268453 teixeira de da conceição / to ",GOIÁS
Nome Inválido,237.651.094-52 ,59,1964-01-05,"estação de rodrigues
                                                                                           tres marias
                                                                                           70341-376 martins das pedras / pa      ",SERGIPE
Nome Inválido,148.627.593-19 ,69,1954-11-08,"trevo vieira
                                                                                           nossa senhora aparecida
                                                                                           77209-204 silveira / ap                ",MATO GROSSO
Nome Inválido,862.147.309-78 ,71,,"sítio de novaes, 75
                                                                                           vila são dimas
                                                                                           20206-108 sales grande / al            ",ALAGOAS
Nome Inválido,824.936.710-31 ,59,,"área da costa, 29
                                                                                           dona clara
                                                                                           76291-483 peixoto / ms                 ",CEARÁ
Nome Inválido,943.521.086-42 ,36,,"feira da costa, 17
                                                                                           vila dos anjos
                                                                                           20897515 oliveira da serra / se        ",GOIÁS
Nome Inválido,348.750.169-48 ,70,,"lagoa alves, 97
                                                                                           buritis
                                                                                           77554-758 dias / mt                    ",PIAUÍ
Nome Inválido,683.725.094-92 ,73,,"recanto elisa da mota, 8
                                                                                           alípio de melo
                                                                                           27537027 da rocha / al                 ",RONDÔNIA
Nome Inválido,143.052.798-60 ,91,1932-03-10,"setor vinicius moraes, 475
                                                                                           nossa senhora aparecida
                                                                                           22195398 nascimento / to               ",MINAS GERAIS
Nome Inválido,051.892.473-41 ,82,,"área oliveira, 91
                                                                                           são paulo
                                                                                           64776374 nunes / sp                    ",BAHIA
Nome Inválido,039.428.156-05 ,55,1969-10-03,"aeroporto da rocha, 499
                                                                                           estrela
                                                                                           98010-973 lopes do campo / ba          ",BAHIA
Nome Inválido,305.162.978-21 ,91,,"ladeira ribeiro, 6
                                                                                           vila santo antônio
                                                                                           39990-961 peixoto / pe                 ",PERNAMBUCO
Nome Inválido,054.738.621-44 ,80,1943-08-09,"trevo da cunha, 2
                                                                                           são bento
                                                                                           96921591 correia / al                  ",MARANHÃO
Nome Inválido,741.632.085-26 ,33,1990-07-05,"via de nunes, 63
                                                                                           olaria
                                                                                           31900805 alves / es                    ",ALAGOAS
Nome Inválido,587.163.902-02 ,24,,"travessa de lopes, 205
                                                                                           mariano de abreu
                                                                                           95876862 moreira / ce                  ",SERGIPE
Nome Inválido,840.965.372-92 ,40,1983-09-10,"via brenda cunha, 49
                                                                                           vila da ária
                                                                                           86881385 pereira das flores / ac       ",RIO GRANDE DO NORTE
Nome Inválido,625.938.410-60 ,53,1971-02-02,"praça ana luiza fernandes, 5
                                                                                           conjunto jatoba
                                                                                           06539-736 peixoto / ba                 ",MATO GROSSO
Nome Inválido,473.829.561-64 ,96,,"recanto melo
                                                                                           conjunto providencia
                                                                                           67379023 sales grande / es             ",PARAÍBA
Nome Inválido,805.297.631-68 ,85,,"lago de da cunha, 6
                                                                                           custodinha
                                                                                           00656680 alves / rn                    ",RIO DE JANEIRO
Nome Inválido,529.718.403-79 ,90,1934-05-03,"chácara joão gabriel nogueira
                                                                                           goiania
                                                                                           01170-828 farias da prata / mg         ",BAHIA
Nome Inválido,560.237.918-59 ,47,1977-11-03,"trecho de rodrigues, 659
                                                                                           alto das antenas
                                                                                           14069474 rocha do sul / pr             ",MATO GROSSO
Nome Inválido,916.278.345-91 ,28,1995-09-08,"residencial gabriela azevedo, 35
                                                                                           vila rica
                                                                                           93794-457 barros do sul / pi           ",SERGIPE
Nome Inválido,190.853.247-50 ,38,,"conjunto da conceição, 39
                                                                                           outro
                                                                                           24816322 cardoso do norte / df         ",MATO GROSSO
Nome Inválido,237.186.094-87 ,69,,"campo camila das neves, 14
                                                                                           granja de freitas
                                                                                           50083-987 farias / mg                  ",PARÁ
Nome Inválido,394.076.152-43 ,86,,"residencial luiza correia, 598
                                                                                           savassi
                                                                                           71706-964 da costa / es                ",ALAGOAS
Nome Inválido,971.680.543-84 ,25,,"núcleo de caldeira
                                                                                           vila são joão batista
                                                                                           94501805 da cruz de duarte / al        ",MINAS GERAIS
Nome Inválido,709.168.342-04 ,32,,"lagoa de rodrigues, 23
                                                                                           vila nova
                                                                                           35353077 martins verde / rn            ",RIO GRANDE DO NORTE
Nome Inválido,651.847.023-26 ,44,,"viela eloah cunha, 42
                                                                                           vila suzana primeira seção
                                                                                           51015-275 da mota / rs                 ",SÃO PAULO
Nome Inválido,259.386.014-60 ,77,,"núcleo maria julia cunha, 21
                                                                                           vila santa rosa
                                                                                           63315732 castro de minas / pe          ",MATO GROSSO
Nome Inválido,864.015.273-07 ,35,,"alameda nascimento
                                                                                           vila suzana primeira seção
                                                                                           96587270 da luz / go                   ",ALAGOAS
Nome Inválido,125.370.849-50 ,35,,"travessa de da rosa, 86
                                                                                           itaipu
                                                                                           42656-531 santos de fogaça / pa        ",PARAÍBA
Nome Inválido,047.196.853-66 ,57,1966-11-04,"sítio de costa, 5
                                                                                           pantanal
                                                                                           19576291 costa / to                    ",PARANÁ
Nome Inválido,637.954.128-46 ,84,,"campo bernardo barros
                                                                                           conjunto são francisco de assis
                                                                                           33001-880 ramos / mg                   ",SÃO PAULO
Nome Inválido,031.429.876-22 ,97,,"recanto silva
                                                                                           joão paulo ii
                                                                                           63796-922 da cunha / sp                ",ACRE
Nome Inválido,608.592.743-65 ,38,,"conjunto almeida, 3
                                                                                           bela vitoria
                                                                                           21477072 martins do oeste / ac         ",RIO GRANDE DO SUL
Nome Inválido,854.702.193-05 ,39,,"pátio joão lucas cardoso, 77
                                                                                           maria tereza
                                                                                           79930-769 martins / am                 ",SANTA CATARINA
Nome Inválido,453.287.196-46 ,89,1934-09-06,"praia luiz gustavo da luz, 83
                                                                                           são joão batista
                                                                                           28346057 ribeiro paulista / ro         ",BAHIA
Nome Inválido,829.635.104-89 ,99,1924-05-09,"esplanada farias, 252
                                                                                           caetano furquim
                                                                                           48121749 barros da mata / go           ",PIAUÍ
Nome Inválido,432.516.079-52 ,23,,"rodovia de costela, 116
                                                                                           são geraldo
                                                                                           32543-886 vieira dos dourados / ce     ",PERNAMBUCO
Nome Inválido,914.326.570-70 ,51,,"quadra vieira, 230
                                                                                           cdi jatoba
                                                                                           20549693 cavalcanti de da costa / ro   ",BAHIA
Nome Inválido,517.032.496-07 ,43,1980-12-07,"trecho de caldeira, 369
                                                                                           santa sofia
                                                                                           92148278 pereira / se                  ",SANTA CATARINA
Nome Inválido,705.914.826-49 ,81,,"largo joão santos, 10
                                                                                           vila batik
                                                                                           12375502 gonçalves / rn                ",RONDÔNIA
Nome Inválido,430.965.178-00 ,98,,"setor juliana fogaça, 605
                                                                                           piraja
                                                                                           18088-133 barbosa de minas / ma        ",MATO GROSSO DO SUL
Nome Inválido,821.346.507-53 ,79,1944-02-11,"área ana vitória martins, 56
                                                                                           xodo-marize
                                                                                           75746599 campos / ba                   ",SERGIPE
Nome Inválido,610.347.258-07 ,36,1987-07-04,"área thomas moraes, 58
                                                                                           canaa
                                                                                           13457754 fogaça / rj                   ",ACRE
Nome Inválido,610.958.743-57 ,72,,"chácara mendes, 64
                                                                                           varzea da palma
                                                                                           34300875 pereira de aragão / pr        ",RIO GRANDE DO NORTE
Nome Inválido,846.532.901-05 ,20,2003-11-07,"vale de duarte, 5
                                                                                           horto florestal
                                                                                           61116-966 costela da prata / am        ",DISTRITO FEDERAL
Nome Inválido,560.143.972-99 ,77,,"alameda das neves, 1
                                                                                           planalto
                                                                                           82186-975 gonçalves de minas / mt      ",ACRE
Nome Inválido,037.641.982-22 ,74,1950-11-03,"viela danilo farias, 54
                                                                                           lagoa
                                                                                           03246-491 gomes / pe                   ",MATO GROSSO DO SUL
Nome Inválido,648.975.132-19 ,80,1943-12-08,"favela correia, 6
                                                                                           vila dos anjos
                                                                                           59071766 da luz das flores / se        ",MATO GROSSO DO SUL
Nome Inválido,758.319.462-82 ,64,,"rodovia maria julia peixoto
                                                                                           jardim guanabara
                                                                                           02953-469 almeida / ac                 ",PIAUÍ
Nome Inválido,036.791.524-34 ,65,,"trecho de oliveira, 41
                                                                                           urca
                                                                                           99982495 monteiro do norte / ac        ",TOCANTINS
Nome Inválido,720.351.896-59 ,75,1948-05-05,"lagoa danilo fogaça, 756
                                                                                           nova gameleira
                                                                                           87198340 peixoto do oeste / ro         ",PARANÁ
Nome Inválido,308.769.421-50 ,35,1988-11-09,"colônia de correia, 93
                                                                                           laranjeiras
                                                                                           00380618 cunha / ce                    ",TOCANTINS
Nome Inválido,359.710.248-41 ,56,1967-05-04,"setor oliveira, 4
                                                                                           são josé
                                                                                           88628-790 moraes do sul / ma           ",MATO GROSSO DO SUL
Nome Inválido,309.527.864-00 ,82,,"morro de ferreira
                                                                                           vila são joão batista
                                                                                           46105897 moreira verde / mg            ",PIAUÍ
Nome Inválido,412.836.097-03 ,90,1933-10-04,"alameda eduardo barros, 60
                                                                                           gameleira
                                                                                           29659334 peixoto / pi                  ",PIAUÍ
Nome Inválido,348.067.512-35 ,34,,"área joaquim nogueira, 98
                                                                                           pedreira padro lopes
                                                                                           80157-244 carvalho / ma                ",RIO GRANDE DO NORTE
Nome Inválido,576.129.803-12 ,81,1942-12-11,"loteamento de nunes, 83
                                                                                           jatobá
                                                                                           30147296 costa de viana / pb           ",MINAS GERAIS
Nome Inválido,950.827.316-02 ,57,1966-11-04,"viela alana souza, 456
                                                                                           união
                                                                                           33893264 almeida / df                  ",RIO GRANDE DO SUL
Nome Inválido,635.018.274-07 ,87,,"viela de da cruz, 61
                                                                                           bonsucesso
                                                                                           08463-362 castro / pa                  ",GOIÁS
Nome Inválido,593.618.240-15 ,72,,"esplanada thomas pires, 33
                                                                                           providencia
                                                                                           74600883 azevedo do sul / ap           ",SÃO PAULO
Nome Inválido,127.539.460-43 ,95,,"estrada da cruz
                                                                                           aparecida
                                                                                           12482-253 alves / ap                   ",ACRE
Nome Inválido,598.126.074-20 ,35,,"residencial de cardoso, 66
                                                                                           vila santo antônio
                                                                                           46634145 da cruz paulista / se         ",PARANÁ
Nome Inválido,380.294.156-05 ,95,1929-12-02,"condomínio de nunes, 436
                                                                                           vila betânia
                                                                                           68017-566 azevedo do campo / pi        ",PARAÍBA
Nome Inválido,983.705.642-83 ,60,,"morro nunes, 657
                                                                                           ipe
                                                                                           17146-952 campos / ce                  ",MINAS GERAIS
Nome Inválido,216.940.837-13 ,69,1954-08-06,"praia de campos, 82
                                                                                           vila oeste
                                                                                           65663001 aragão / sp                   ",AMAPÁ
Nome Inválido,460.951.872-49 ,41,1982-01-07,"esplanada marcela castro, 36
                                                                                           flavio de oliveira
                                                                                           21776950 ribeiro de da mata / pa       ",PARAÍBA
Nome Inválido,914.356.082-24 ,65,1958-09-12,"setor luana ramos
                                                                                           nova pampulha
                                                                                           49464321 melo da prata / ac            ",SERGIPE
Nome Inválido,718.340.692-03 ,89,1934-02-11,"esplanada pedro nascimento, 71
                                                                                           vila são paulo
                                                                                           82047968 silveira / go                 ",PARÁ
Nome Inválido,069.853.472-74 ,80,,"favela kaique fogaça, 19
                                                                                           castelo
                                                                                           89539-314 farias de goiás / al         ",PARÁ
Nome Inválido,402.895.671-49 ,61,,"rodovia de castro
                                                                                           santa branca
                                                                                           68988668 carvalho do norte / es        ",GOIÁS
Nome Inválido,107.258.963-02 ,69,,Endereço inválido,GOIÁS
Nome Inválido,246.503.781-17 ,32,,"colônia costa, 81
                                                                                           vera cruz
                                                                                           52635474 das neves / ro                ",GOIÁS
Nome Inválido,953.478.062-65 ,68,1956-02-03,"vale vieira, 49
                                                                                           comiteco
                                                                                           80646514 moraes da prata / rs          ",MARANHÃO
Nome Inválido,650.138.924-06 ,67,1956-12-12,"recanto de moreira, 426
                                                                                           santo agostinho
                                                                                           33803068 lima do oeste / mt            ",AMAPÁ
Nome Inválido,365.297.480-83 ,58,,"sítio clarice sales, 99
                                                                                           silveira
                                                                                           99374-144 da mota do norte / pb        ",SERGIPE
Nome Inválido,490.257.316-43 ,21,,"sítio azevedo
                                                                                           vila mantiqueira
                                                                                           13648723 novaes de da mota / df        ",MATO GROSSO
Nome Inválido,275.691.803-21 ,34,1990-11-03,"recanto de castro
                                                                                           centro
                                                                                           11181216 nogueira / ma                 ",MINAS GERAIS
Nome Inválido,790.612.435-99 ,28,,"estação rafael nunes, 90
                                                                                           jardim são josé
                                                                                           13086960 mendes / ro                   ",DISTRITO FEDERAL
Nome Inválido,037.562.194-61 ,89,,"viela da rocha, 160
                                                                                           barão homem de melo 2ª seção
                                                                                           03877874 santos / ba                   ",PERNAMBUCO
Nome Inválido,407.953.128-14 ,34,,"morro ribeiro, 11
                                                                                           casa branca
                                                                                           18090-665 costela de duarte / go       ",AMAZONAS
Nome Inválido,269.401.378-31 ,84,1939-08-08,"sítio ramos, 73
                                                                                           cachoeirinha
                                                                                           27212763 jesus / mg                    ",PARANÁ
Nome Inválido,719.234.568-73 ,25,,"ladeira luiza pinto, 9
                                                                                           conjunto minas caixa
                                                                                           29866-751 aragão / mt                  ",PERNAMBUCO
Nome Inválido,139.650.248-33 ,97,1927-09-01,"lagoa cavalcanti, 12
                                                                                           vila ecológica
                                                                                           95149381 da rocha da serra / sp        ",BAHIA
Nome Inválido,183.062.459-89 ,89,,"avenida azevedo
                                                                                           santa maria
                                                                                           65167615 souza de aragão / ma          ",ACRE
Nome Inválido,064.153.782-44 ,45,,"avenida rocha, 13
                                                                                           alta tensão 2ª seção
                                                                                           99471-813 silva de lopes / pi          ",RORAIMA
Nome Inválido,801.249.653-42 ,50,1973-06-12,"praia moreira, 1
                                                                                           cardoso
                                                                                           95586377 rezende / se                  ",PIAUÍ
Nome Inválido,192.846.350-98 ,51,,"passarela rocha, 96
                                                                                           buraco quente
                                                                                           12527333 pinto do galho / sp           ",CEARÁ
Nome Inválido,682.430.791-22 ,46,,"travessa guilherme carvalho, 7
                                                                                           jonas veiga
                                                                                           17310105 moraes da mata / ms           ",TOCANTINS
Nome Inválido,794.105.632-16 ,67,,"estação fernandes, 85
                                                                                           nova floresta
                                                                                           99679-423 melo verde / go              ",MINAS GERAIS
Nome Inválido,036.519.782-30 ,66,1957-02-11,"loteamento thales pires, 51
                                                                                           vila união
                                                                                           19864-623 jesus / rr                   ",SERGIPE
Nome Inválido,804.951.672-58 ,39,1984-08-08,"via vieira, 26
                                                                                           ouro preto
                                                                                           40712368 oliveira de gonçalves / go    ",RORAIMA
Nome Inválido,240.561.398-06 ,94,,"quadra amanda martins, 4
                                                                                           universo
                                                                                           19144-449 novaes / mg                  ",RIO GRANDE DO SUL
Nome Inválido,501.274.968-58 ,61,1962-07-04,"distrito caldeira, 95
                                                                                           serra
                                                                                           65997-329 ribeiro da serra / pi        ",RIO GRANDE DO NORTE
Nome Inválido,749.318.650-20 ,20,,"distrito de fogaça, 13
                                                                                           pompéia
                                                                                           53877441 vieira / ap                   ",MINAS GERAIS
Nome Inválido,269.471.530-34 ,69,1955-01-03,"aeroporto de fogaça, 74
                                                                                           vila santa monica 2ª seção
                                                                                           60502356 fogaça / ba                   ",PIAUÍ
Nome Inválido,421.936.780-22 ,45,,"trecho de barbosa, 7
                                                                                           são josé
                                                                                           35218-132 da cunha / rj                ",DISTRITO FEDERAL
Nome Inválido,371.528.490-05 ,129,,"praça de costela, 38
                                                                                           renascença
                                                                                           34606-474 da mota / ms                 ",RORAIMA
Nome Inválido,096.825.473-00 ,106,1917-02-10,"praia da mata, 88
                                                                                           vila piratininga venda nova
                                                                                           49395-768 barbosa / rj                 ",BAHIA
Nome Inválido,870.629.354-92 ,126,1897-11-10,"loteamento maria alice costela, 63
                                                                                           santa maria
                                                                                           89945979 lopes / es                    ",TOCANTINS
Nome Inválido,640.731.289-22 ,11,2013-01-01,"trecho da mata
                                                                                           barroca
                                                                                           57152686 da mata do oeste / sc         ",SERGIPE
Nome Inválido,378.529.164-73 ,6,2018-09-03,"largo theo silva, 91
                                                                                           nossa senhora da conceição
                                                                                           58201009 santos do amparo / sp         ",ESPÍRITO SANTO
